a,29415536.547999997,10,0.2.8,150974,8,https://github.com/axgle/a
a--,79.789,2,10.25.60,33507,0,
A-,0,1,0.0.0,34540,0,https://rubygems.org/gems/A
a0,0,1,0.1.0,9766,0,https://github.com/leo424y/a0
a0-tzmigration-ruby,129778.401,4,1.0.2,19829,4,http://github.com/a0/a0-tzmigration-ruby
a1,0,1,0,8143,0,
a11n,0,1,0.0.0,8998,0,https://github.com/stevendaniels/a11n
A_123,0,1,1.2.0,21741,0,http://rubygems.org/gems
a1330ks_bmi,0,1,0.0.1,17095,0,""
a13g,4187.753,2,0.1.0.beta4,24201,0,http://github.com/kriss/a13g
a1408nw_Ounennhei,0,1,2.1.3,12215,0,""
a1409yo_health,246.896,2,0.0.2,17779,0,https://github.com/yuchan-edu/a1409yo_health
a1412tk_bmi,217662.78650000002,3,0.0.3,22677,0,""
a1420ks_bmi,0,1,0.1.1,11104,0,""
a1420ks_my_first_gem,131663.606,2,0.1.1,17172,0,""
a1425bt,0,1,2.1.3,12811,0,https://rubygems.org/gems/a1425bt
a1426kt_prime_number,20551.950166666666,7,0.0.7,42306,0,""
a1436mm_age,7797.1804999999995,3,0.0.3,21414,0,""
a1437ky_bmi3,0,1,0.0.1,10580,0,""
a1439ty_bmiV3,1831.4969999999998,3,0.0.3,21130,0,""
a1447ll_hpbd,58544.187999999995,4,1.0.1,27229,0,""
a1447ll_mini_test,68508.001,3,0.1.0,21120,0,""
a1447ll_test,0,1,0.0.1,11327,0,""
a14z6ch_elapsed_days,108393.9755,5,0.0.5,32923,0,https://github.com/chrhsmt/a14z6ch_elapsed_days
a14z8fy_tmpcov,0,1,0.0.1,10427,0,http://rubygems.org/gems/hola
a1501da_birthday,0,1,0.1.0,13255,0,https://github.com/a1501/a1501da_birthday
a1508ki_ika,0,1,0.1.0,9390,0,https://rubygems.org/profiles/ika0531
a1510jy_bmi,0,1,0.1.0,9343,0,https://github.com/a1510jy/a1510jy_bmi.git
a1516so_speedtest,0,1,0.1.0,19290,0,https://github.com/sinsnk.
a1519jk,0,1,1.0.0,9293,0,http://aiit.ac.jp
a1520mk_exercise4,44688.678499999995,3,0.1.5,17732,0,http://github.com/kinchan33/a1520mk_exercise4
